ID	DL Section	DL Lesson	Simplified Chinese	Selected Traditional	Cleaned1 CC-CEDICT Pinyin	Selected Pinyin	Pinyin Review Notes	Clean CC-CEDICT English definition	Google_Translate_Definition	Selected English definition	Definition Review Notes	Alternate Occurrences
610	4	Health 2	生病	生病	shēng bìng	shēng bìng	[2018-11-15 CFox]: No alternate Pinyin available	to fall ill	sick	to fall ill	[2018-11-15 CFox]: Needs Manual Review	n/a
611	4	Health 2	应该	應該	yīng gāi	yīng gāi	[2018-11-15 CFox]: No alternate Pinyin available	ought to / should / must	should	ought to / should / must	[2018-11-15 CFox]: Needs Manual Review	n/a
612	4	Health 2	舒服	舒服	shū fu	shū fu	[2018-11-15 CFox]: No alternate Pinyin available	comfortable / feeling well	Comfortably	comfortable / feeling well	[2018-11-15 CFox]: Needs Manual Review	n/a
613	4	Health 2	疼	疼	téng	téng	[2018-11-15 CFox]: No alternate Pinyin available	(it) hurts / sore / to love dearly	pain	(it) hurts / sore / to love dearly	[2018-11-15 CFox]: Needs Manual Review	n/a
614	4	Health 2	头	頭	tóu; tou	tóu	[2018-11-15 CFox]: Needs Manual Review	head / hair style / the top / end / beginning or end / a stub / remnant / chief / boss / side / aspect / first / leading / classifier for pigs or livestock / CL: 個｜个 || suffix for nouns	head	head / hair style / the top / end / beginning or end / a stub / remnant / chief / boss / side / aspect / first / leading / classifier for pigs or livestock / CL: 個｜个  suffix for nouns	[2018-11-15 CFox]: Needs Manual Review	头 (Health 2), 头发 (Body Parts), 馒头 (Gourmet 2), 猫头鹰 (Duo)
615	4	Health 2	休息	休息	xiū xi	xiū xi	[2018-11-15 CFox]: No alternate Pinyin available	rest / to rest	rest	rest / to rest	[2018-11-15 CFox]: Needs Manual Review	n/a
616	4	Health 2	休	休	Xiū; xiū	xiū	[2018-11-15 CFox]: No alternate Pinyin available	surname Xiu || to rest / to stop doing sth for a period of time / to cease / (imperative) don't	Rest	surname Xiu  to rest / to stop doing sth for a period of time / to cease / (imperative) don't	[2018-11-15 CFox]: Needs Manual Review	休息 (Health 2), 休 (Health 2)
617	4	Health 2	息	息	xī	xī	[2018-11-15 CFox]: No alternate Pinyin available	breath / news / interest (on an investment or loan) / to cease / to stop / to rest / Taiwan pr. [xi2]	interest	breath / news / interest (on an investment or loan) / to cease / to stop / to rest / Taiwan pr. [xi2]	[2018-11-15 CFox]: Needs Manual Review	休息 (Health 2), 息 (Health 2)
618	4	Health 2	肚子	肚子	dù zi	dù zi	[2018-11-15 CFox]: No alternate Pinyin available	belly / abdomen / stomach / CL: 個｜个	belly	belly / abdomen / stomach / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
619	4	Health 2	肚	肚	dǔ; dù	dǔ	[2018-11-15 CFox]: Needs Manual Review	tripe || belly	tripe	tripe  belly	[2018-11-15 CFox]: Needs Manual Review	肚子 (Health 2), 肚 (Health 2)
620	4	Health 2	药	[2018-11-15 CFox]: Needs Manual Review	yào; yào	yào	[2018-11-15 CFox]: No alternate Pinyin available	leaf of the iris / variant of 藥｜药 || medicine / drug / substance used for a specific purpose (e.g. poisoning, explosion, fermenting) / CL: 種｜种, 服, 味 / to poison	medicine	leaf of the iris / variant of 藥｜药  medicine / drug / substance used for a specific purpose (e.g. poisoning, explosion, fermenting) / CL: 種｜种, 服, 味 / to poison	[2018-11-15 CFox]: Needs Manual Review	n/a
621	4	Health 2	一定	一定	yī dìng	yī dìng	[2018-11-15 CFox]: No alternate Pinyin available	surely / certainly / necessarily / fixed / a certain (extent etc) / given / particular / must	for sure	surely / certainly / necessarily / fixed / a certain (extent etc) / given / particular / must	[2018-11-15 CFox]: Needs Manual Review	n/a
622	4	Health 2	感冒	感冒	gǎn mào	gǎn mào	[2018-11-15 CFox]: No alternate Pinyin available	to catch cold / (common) cold / CL: 場｜场, 次 / (coll.) to be interested in (often used in the negative) / (Tw) to detest / can't stand	cold	to catch cold / (common) cold / CL: 場｜场, 次 / (coll.) to be interested in (often used in the negative) / (Tw) to detest / can't stand	[2018-11-15 CFox]: Needs Manual Review	n/a
623	4	Health 2	感	感	gǎn	gǎn	[2018-11-15 CFox]: No alternate Pinyin available	to feel / to move / to touch / to affect / feeling / emotion / (suffix) sense of ~	sense	to feel / to move / to touch / to affect / feeling / emotion / (suffix) sense of ~	[2018-11-15 CFox]: Needs Manual Review	感冒 (Health 2), 感 (Health 2), 感兴趣 (Hobbies 3), 感谢 (Business 2)
624	4	Health 2	定	定	dìng	dìng	[2018-11-15 CFox]: No alternate Pinyin available	to set / to fix / to determine / to decide / to order	set	to set / to fix / to determine / to decide / to order	[2018-11-15 CFox]: Needs Manual Review	一定 (Health 2), 定 (Health 2), 决定 (Work 2), 定 (Work 2)
625	4	Health 2	冒	冒	Mào; mào	mào	[2018-11-15 CFox]: No alternate Pinyin available	surname Mao || to emit / to give off / to send out (or up, forth) / to brave / to face / reckless / to falsely adopt (sb's identity etc) / to feign / (literary) to cover	Risk	surname Mao  to emit / to give off / to send out (or up, forth) / to brave / to face / reckless / to falsely adopt (sb's identity etc) / to feign / (literary) to cover	[2018-11-15 CFox]: Needs Manual Review	感冒 (Health 2), 冒 (Health 2)
626	4	Health 2	留	留	liú	liú	[2018-11-15 CFox]: No alternate Pinyin available	to leave (a message etc) / to retain / to stay / to remain / to keep / to preserve	stay	to leave (a message etc) / to retain / to stay / to remain / to keep / to preserve	[2018-11-15 CFox]: Needs Manual Review	留 (Health 2), 留学 (Future)
627	4	Health 2	请假	請假	qǐng jià	qǐng jià	[2018-11-15 CFox]: No alternate Pinyin available	to request leave of absence	Ask for leave	to request leave of absence	[2018-11-15 CFox]: Needs Manual Review	n/a
628	4	Health 2	发烧	發燒	fā shāo	fā shāo	[2018-11-15 CFox]: No alternate Pinyin available	to have a high temperature (from illness) / to have a fever	fever	to have a high temperature (from illness) / to have a fever	[2018-11-15 CFox]: Needs Manual Review	n/a
629	4	Health 2	别	別	Bié; bié; biè	bié	[2018-11-15 CFox]: Needs Manual Review	surname Bie || to leave / to depart / to separate / to distinguish / to classify / other / another / don't ...! / to pin / to stick (sth) in || to make sb change their ways, opinions etc	do not	surname Bie  to leave / to depart / to separate / to distinguish / to classify / other / another / don't ...! / to pin / to stick (sth) in  to make sb change their ways, opinions etc	[2018-11-15 CFox]: Needs Manual Review	别 (Health 2), 别人 (People 2), 特别 (Hobbies 3)
630	4	Health 2	发	發	fā; fà	fā	[2018-11-15 CFox]: Needs Manual Review	to send out / to show (one's feeling) / to issue / to develop / to make a bundle of money / classifier for gunshots (rounds) || hair / Taiwan pr. [fa3]	hair	to send out / to show (one's feeling) / to issue / to develop / to make a bundle of money / classifier for gunshots (rounds)  hair / Taiwan pr. [fa3]	[2018-11-15 CFox]: Needs Manual Review	发烧 (Health 2), 发 (Health 2), 头发 (Body Parts), 发 (Body Parts), 发现 (Travel 2), 发 (Travel 2), 发 (Communication 2), 发财 (Festivals), 转发 (Internet Slang), 发生 (Emergency)
631	4	Health 2	假	假	jiǎ; jià	jiǎ	[2018-11-15 CFox]: Needs Manual Review	fake / false / artificial / to borrow / if / suppose || vacation	FALSE	fake / false / artificial / to borrow / if / suppose  vacation	[2018-11-15 CFox]: Needs Manual Review	请假 (Health 2), 假 (Health 2), 放假 (Exam), 暑假 (Exam), 寒假 (Exam)
632	4	Health 2	烧	燒	shāo	shāo	[2018-11-15 CFox]: No alternate Pinyin available	to burn / to cook / to stew / to bake / to roast / to heat / to boil (tea, water etc) / fever / to run a temperature / (coll.) to let things go to one's head	burn	to burn / to cook / to stew / to bake / to roast / to heat / to boil (tea, water etc) / fever / to run a temperature / (coll.) to let things go to one's head	[2018-11-15 CFox]: Needs Manual Review	发烧 (Health 2), 烧 (Health 2)
633	4	Invitation 2	派	派	pài	pài	[2018-11-15 CFox]: No alternate Pinyin available	clique / school / group / faction / to dispatch / to send / to assign / to appoint / pi (Greek letter Ππ) / the circular ratio pi = 3.1415926 / (loanword) pie	send	clique / school / group / faction / to dispatch / to send / to assign / to appoint / pi (Greek letter Ππ) / the circular ratio pi = 3.1415926 / (loanword) pie	[2018-11-15 CFox]: Needs Manual Review	派 (Invitation 2), 派对 (Invitation 2)
634	4	Invitation 2	能	能	Néng; néng	néng	[2018-11-15 CFox]: No alternate Pinyin available	surname Neng || can / to be able to / might possibly / ability / (physics) energy	can	surname Neng  can / to be able to / might possibly / ability / (physics) energy	[2018-11-15 CFox]: Needs Manual Review	能 (Invitation 2), 可能 (Weather)
635	4	Invitation 2	生日	生日	shēng rì	shēng rì	[2018-11-15 CFox]: No alternate Pinyin available	birthday / CL: 個｜个	birthday	birthday / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
636	4	Invitation 2	派对	派對	pài duì	pài duì	[2018-11-15 CFox]: No alternate Pinyin available	party (loanword)	Party	party (loanword)	[2018-11-15 CFox]: Needs Manual Review	n/a
637	4	Invitation 2	打扮	打扮	dǎ ban	dǎ ban	[2018-11-15 CFox]: No alternate Pinyin available	to decorate / to dress / to make up / to adorn / manner of dressing / style of dress	dress up	to decorate / to dress / to make up / to adorn / manner of dressing / style of dress	[2018-11-15 CFox]: Needs Manual Review	n/a
638	4	Invitation 2	扮	扮	bàn	bàn	[2018-11-15 CFox]: No alternate Pinyin available	to disguise oneself as / to dress up / to play (a role) / to put on (an expression)	Play	to disguise oneself as / to dress up / to play (a role) / to put on (an expression)	[2018-11-15 CFox]: Needs Manual Review	打扮 (Invitation 2), 扮 (Invitation 2)
639	4	Invitation 2	希望	希望	xī wàng	xī wàng	[2018-11-15 CFox]: No alternate Pinyin available	to wish for / to desire / hope / CL: 個｜个	hope	to wish for / to desire / hope / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
640	4	Invitation 2	跟	跟	gēn	gēn	[2018-11-15 CFox]: No alternate Pinyin available	heel / to follow closely / to go with / (of a woman) to marry sb / with / compared with / to / towards / and (joining two nouns)	with	heel / to follow closely / to go with / (of a woman) to marry sb / with / compared with / to / towards / and (joining two nouns)	[2018-11-15 CFox]: Needs Manual Review	n/a
641	4	Invitation 2	希	希	xī	xī	[2018-11-15 CFox]: No alternate Pinyin available	to hope / to admire / variant of 稀	hope	to hope / to admire / variant of 稀	[2018-11-15 CFox]: Needs Manual Review	希望 (Invitation 2), 希 (Invitation 2)
642	4	Invitation 2	望	望	wàng; wàng	wàng	[2018-11-15 CFox]: No alternate Pinyin available	full moon / to hope / to expect / to visit / to gaze (into the distance) / to look towards / towards || 15th day of month (lunar calendar) / old variant of 望	hope	full moon / to hope / to expect / to visit / to gaze (into the distance) / to look towards / towards  15th day of month (lunar calendar) / old variant of 望	[2018-11-15 CFox]: Needs Manual Review	希望 (Invitation 2), 望 (Invitation 2), 失望 (Sports 2)
643	4	Invitation 2	大家	大家	dà jiā	dà jiā	[2018-11-15 CFox]: No alternate Pinyin available	everyone / influential family / great expert	everyone	everyone / influential family / great expert	[2018-11-15 CFox]: Needs Manual Review	n/a
644	4	Invitation 2	公司	公司	gōng sī	gōng sī	[2018-11-15 CFox]: No alternate Pinyin available	(business) company / company / firm / corporation / incorporated / CL: 家	the company	(business) company / company / firm / corporation / incorporated / CL: 家	[2018-11-15 CFox]: Needs Manual Review	n/a
645	4	Invitation 2	正在	正在	zhèng zài	zhèng zài	[2018-11-15 CFox]: No alternate Pinyin available	just at (that time) / right in (that place) / right in the middle of (doing sth)	Seizai	just at (that time) / right in (that place) / right in the middle of (doing sth)	[2018-11-15 CFox]: Needs Manual Review	n/a
646	4	Invitation 2	正	正	zhēng; zhèng	zhēng	[2018-11-15 CFox]: Needs Manual Review	first month of the lunar year || straight / upright / proper / main / principal / to correct / to rectify / exactly / just (at that time) / right (in that place) / (math.) positive	positive	first month of the lunar year  straight / upright / proper / main / principal / to correct / to rectify / exactly / just (at that time) / right (in that place) / (math.) positive	[2018-11-15 CFox]: Needs Manual Review	正在 (Invitation 2), 正 (Invitation 2)
647	4	Invitation 2	司	司	Sī; sī	sī	[2018-11-15 CFox]: No alternate Pinyin available	surname Si || to take charge of / to manage / department (under a ministry)	Department	surname Si  to take charge of / to manage / department (under a ministry)	[2018-11-15 CFox]: Needs Manual Review	公司 (Invitation 2), 司 (Invitation 2), 司机 (Travel 4)
648	4	Invitation 2	事情	事情	shì qing	shì qing	[2018-11-15 CFox]: No alternate Pinyin available	affair / matter / thing / business / CL: 件, 樁｜桩	thing	affair / matter / thing / business / CL: 件, 樁｜桩	[2018-11-15 CFox]: Needs Manual Review	n/a
649	4	Invitation 2	才	才	cái; cái	cái	[2018-11-15 CFox]: No alternate Pinyin available	ability / talent / sb of a certain type / a capable individual / only / only then / just now || a moment ago / just now / (indicating sth happening later than expected) / (preceded by a clause of condition or reason) not until / (followed by a numerical clause) only	only	ability / talent / sb of a certain type / a capable individual / only / only then / just now  a moment ago / just now / (indicating sth happening later than expected) / (preceded by a clause of condition or reason) not until / (followed by a numerical clause) only	[2018-11-15 CFox]: Needs Manual Review	才 (Invitation 2), 刚才 (Communication 2)
650	4	Invitation 2	事	事	shì	shì	[2018-11-15 CFox]: No alternate Pinyin available	matter / thing / item / work / affair / CL: 件, 樁｜桩, 回	Thing	matter / thing / item / work / affair / CL: 件, 樁｜桩, 回	[2018-11-15 CFox]: Needs Manual Review	事情 (Invitation 2), 事 (Invitation 2), 故事 (Daily Routine 2), 同事 (Work), 事 (Emergency)
651	4	Invitation 2	情	情	qíng	qíng	[2018-11-15 CFox]: No alternate Pinyin available	feeling / emotion / passion / situation	situation	feeling / emotion / passion / situation	[2018-11-15 CFox]: Needs Manual Review	事情 (Invitation 2), 情 (Invitation 2), 热情 (Personality and Feelings)
652	4	Dining 3	费	費	Fèi; fèi	fèi	[2018-11-15 CFox]: No alternate Pinyin available	surname Fei || to cost / to spend / fee / wasteful / expenses	fee	surname Fei  to cost / to spend / fee / wasteful / expenses	[2018-11-15 CFox]: Needs Manual Review	费 (Dining 3), 小费 (Dining 3), 免费 (Travel 4), 费用 (Business 1)
653	4	Dining 3	完	完	wán	wán	[2018-11-15 CFox]: No alternate Pinyin available	to finish / to be over / whole / complete / entire	Finish	to finish / to be over / whole / complete / entire	[2018-11-15 CFox]: Needs Manual Review	完 (Dining 3), 完成 (School 2)
654	4	Dining 3	经	經	Jīng; jīng	jīng	[2018-11-15 CFox]: No alternate Pinyin available	surname Jing || classics / sacred book / scripture / to pass through / to undergo / to bear / to endure / warp (textile) / longitude / menstruation / channel (TCM) / abbr. for economics 經濟｜经济	through	surname Jing  classics / sacred book / scripture / to pass through / to undergo / to bear / to endure / warp (textile) / longitude / menstruation / channel (TCM) / abbr. for economics 經濟｜经济	[2018-11-15 CFox]: Needs Manual Review	经 (Dining 3), 已经 (Dining 3), 经 (Shopping 4), 经过 (Shopping 4), 经常 (Personality and Feelings), 经理 (Work)
655	4	Dining 3	已	已	yǐ	yǐ	[2018-11-15 CFox]: No alternate Pinyin available	already / to stop / then / afterwards	Already	already / to stop / then / afterwards	[2018-11-15 CFox]: Needs Manual Review	已 (Dining 3), 已经 (Dining 3)
656	4	Dining 3	已经	已經	yǐ jīng	yǐ jīng	[2018-11-15 CFox]: No alternate Pinyin available	already	already	already	[2018-11-15 CFox]: Needs Manual Review	n/a
657	4	Dining 3	小费	小費	xiǎo fèi	xiǎo fèi	[2018-11-15 CFox]: No alternate Pinyin available	tip / gratuity	tip	tip / gratuity	[2018-11-15 CFox]: Needs Manual Review	n/a
658	4	Dining 3	饱	飽	bǎo	bǎo	[2018-11-15 CFox]: No alternate Pinyin available	to eat till full / satisfied	full	to eat till full / satisfied	[2018-11-15 CFox]: Needs Manual Review	n/a
659	4	Dining 3	好吃	好吃	hǎo chī; hào chī	hǎo chī	[2018-11-15 CFox]: Needs Manual Review	tasty / delicious || to be fond of eating / to be gluttonous	good to eat	tasty / delicious  to be fond of eating / to be gluttonous	[2018-11-15 CFox]: Needs Manual Review	n/a
660	4	Dining 3	真	真	zhēn	zhēn	[2018-11-15 CFox]: No alternate Pinyin available	really / truly / indeed / real / true / genuine	TRUE	really / truly / indeed / real / true / genuine	[2018-11-15 CFox]: Needs Manual Review	真 (Dining 3), 认真 (Future)
661	4	Dining 3	饿	餓	è	è	[2018-11-15 CFox]: No alternate Pinyin available	to be hungry / hungry / to starve (sb)	hungry	to be hungry / hungry / to starve (sb)	[2018-11-15 CFox]: Needs Manual Review	n/a
662	4	Dining 3	好喝	好喝	hǎo hē	hǎo hē	[2018-11-15 CFox]: No alternate Pinyin available	tasty (drinks)	Tasty	tasty (drinks)	[2018-11-15 CFox]: Needs Manual Review	n/a
663	4	Dining 3	渴	渴	kě	kě	[2018-11-15 CFox]: No alternate Pinyin available	thirsty	thirsty	thirsty	[2018-11-15 CFox]: Needs Manual Review	n/a
664	4	Dining 3	巧克力	巧克力	qiǎo kè lì	qiǎo kè lì	[2018-11-15 CFox]: No alternate Pinyin available	chocolate (loanword) / CL: 塊｜块	chocolate	chocolate (loanword) / CL: 塊｜块	[2018-11-15 CFox]: Needs Manual Review	n/a
665	4	Dining 3	味道	味道	wèi dao	wèi dao	[2018-11-15 CFox]: No alternate Pinyin available	flavor / smell / hint of	taste	flavor / smell / hint of	[2018-11-15 CFox]: Needs Manual Review	n/a
666	4	Dining 3	甜点	甜點	tián diǎn	tián diǎn	[2018-11-15 CFox]: No alternate Pinyin available	dessert	dessert	dessert	[2018-11-15 CFox]: Needs Manual Review	n/a
667	4	Dining 3	甜	甜	tián	tián	[2018-11-15 CFox]: No alternate Pinyin available	sweet	sweet	sweet	[2018-11-15 CFox]: Needs Manual Review	甜点 (Dining 3), 甜 (Dining 3), 甜 (Food 3)
668	4	Dining 3	巧	巧	qiǎo	qiǎo	[2018-11-15 CFox]: No alternate Pinyin available	opportunely / coincidentally / as it happens / skillful / timely	Opportunely	opportunely / coincidentally / as it happens / skillful / timely	[2018-11-15 CFox]: Needs Manual Review	巧克力 (Dining 3), 巧 (Dining 3)
669	4	Dining 3	克	克	kè; Kè; kēi	kè	[2018-11-15 CFox]: Needs Manual Review	to be able to / to subdue / to restrain / to overcome / gram / Tibetan unit of land area, about 6 ares || Ke (c. 2000 BC), seventh of the legendary Flame Emperors, 炎帝 descended from Shennong 神農｜神农 Farmer God || to scold / to beat	Gram	to be able to / to subdue / to restrain / to overcome / gram / Tibetan unit of land area, about 6 ares  Ke (c. 2000 BC), seventh of the legendary Flame Emperors, 炎帝 descended from Shennong 神農｜神农 Farmer God  to scold / to beat	[2018-11-15 CFox]: Needs Manual Review	巧克力 (Dining 3), 克 (Dining 3)
670	4	Dining 3	力	力	Lì; lì	lì	[2018-11-15 CFox]: No alternate Pinyin available	surname Li || power / force / strength / ability / strenuously	force	surname Li  power / force / strength / ability / strenuously	[2018-11-15 CFox]: Needs Manual Review	巧克力 (Dining 3), 力 (Dining 3), 努力 (Languages 2), 力 (Languages 2), 压力 (Work 3)
671	4	Shopping 2	试	試	shì	shì	[2018-11-15 CFox]: No alternate Pinyin available	to test / to try / experiment / examination / test	test	to test / to try / experiment / examination / test	[2018-11-15 CFox]: Needs Manual Review	试 (Shopping 2), 考试 (School), 面试 (Work 2)
672	4	Shopping 2	蓝	藍	Lán; lán	lán	[2018-11-15 CFox]: No alternate Pinyin available	surname Lan || blue / indigo plant	blue	surname Lan  blue / indigo plant	[2018-11-15 CFox]: Needs Manual Review	n/a
673	4	Shopping 2	条	條	tiáo	tiáo	[2018-11-15 CFox]: No alternate Pinyin available	strip / item / article / clause (of law or treaty) / classifier for long thin things (ribbon, river, road, trousers etc)	article	strip / item / article / clause (of law or treaty) / classifier for long thin things (ribbon, river, road, trousers etc)	[2018-11-15 CFox]: Needs Manual Review	面条 (Dining 1), 条 (Shopping 2), 油条 (Gourmet 1)
674	4	Shopping 2	裙	裙	qún	qún	[2018-11-15 CFox]: No alternate Pinyin available	skirt / CL: 條｜条	skirt	skirt / CL: 條｜条	[2018-11-15 CFox]: Needs Manual Review	裙 (Shopping 2), 裙子 (Shopping 2)
675	4	Shopping 2	裙子	裙子	qún zi	qún zi	[2018-11-15 CFox]: No alternate Pinyin available	skirt / CL: 條｜条	skirt	skirt / CL: 條｜条	[2018-11-15 CFox]: Needs Manual Review	n/a
676	4	Shopping 2	双	雙	Shuāng; shuāng	shuāng	[2018-11-15 CFox]: No alternate Pinyin available	surname Shuang || two / double / pair / both / even (number)	double	surname Shuang  two / double / pair / both / even (number)	[2018-11-15 CFox]: Needs Manual Review	n/a
677	4	Shopping 2	鞋子	鞋子	xié zi	xié zi	[2018-11-15 CFox]: No alternate Pinyin available	shoe	Shoe	shoe	[2018-11-15 CFox]: Needs Manual Review	n/a
678	4	Shopping 2	意大利	意大利	Yì dà lì	yì dà lì	[2018-11-15 CFox]: No alternate Pinyin available	Italy / Italian	Italy	Italy / Italian	[2018-11-15 CFox]: Needs Manual Review	n/a
679	4	Shopping 2	色	色	sè; shǎi	sè	[2018-11-15 CFox]: Needs Manual Review	color / CL: 種｜种 / look / appearance / sex || color / dice	color	color / CL: 種｜种 / look / appearance / sex  color / dice	[2018-11-15 CFox]: Needs Manual Review	色 (Shopping 2), 颜色 (Shopping 3), 色 (Shopping 3)
680	4	Shopping 2	鞋	鞋	xié	xié	[2018-11-15 CFox]: No alternate Pinyin available	shoe / CL: 雙｜双, 隻｜只	shoe	shoe / CL: 雙｜双, 隻｜只	[2018-11-15 CFox]: Needs Manual Review	鞋子 (Shopping 2), 鞋 (Shopping 2), 皮鞋 (Shopping 4)
681	4	Shopping 2	利	利	Lì; lì	lì	[2018-11-15 CFox]: No alternate Pinyin available	surname Li || sharp / favorable / advantage / benefit / profit / interest / to do good to / to benefit	Profit	surname Li  sharp / favorable / advantage / benefit / profit / interest / to do good to / to benefit	[2018-11-15 CFox]: Needs Manual Review	意大利 (Shopping 2), 利 (Shopping 2), 澳大利亚 (Time 4), 流利 (Languages 3), 利 (Languages 3)
682	4	Shopping 2	比	比	Bǐ; bǐ; bì	bǐ	[2018-11-15 CFox]: Needs Manual Review	Belgium / Belgian / abbr. for 比利時｜比利时 || (particle used for comparison and '-er than') / to compare / to contrast / to gesture (with hands) / ratio || to associate with / to be near	ratio	Belgium / Belgian / abbr. for 比利時｜比利时  (particle used for comparison and '-er than') / to compare / to contrast / to gesture (with hands) / ratio  to associate with / to be near	[2018-11-15 CFox]: Needs Manual Review	比 (Shopping 2), 比赛 (Sports 2), 比较 (People 3)
683	4	Shopping 2	衬衫	襯衫	chèn shān	chèn shān	[2018-11-15 CFox]: No alternate Pinyin available	shirt / blouse / CL: 件	shirt	shirt / blouse / CL: 件	[2018-11-15 CFox]: Needs Manual Review	n/a
684	4	Shopping 2	衬	襯	chèn	chèn	[2018-11-15 CFox]: No alternate Pinyin available	(of garments) against the skin / to line / lining / to contrast with / to assist financially	lining	(of garments) against the skin / to line / lining / to contrast with / to assist financially	[2018-11-15 CFox]: Needs Manual Review	衬衫 (Shopping 2), 衬 (Shopping 2)
685	4	Shopping 2	衫	衫	shān	shān	[2018-11-15 CFox]: No alternate Pinyin available	garment / jacket with open slits in place of sleeves	Shirt	garment / jacket with open slits in place of sleeves	[2018-11-15 CFox]: Needs Manual Review	衬衫 (Shopping 2), 衫 (Shopping 2)
686	4	Shopping 2	裤子	褲子	kù zi	kù zi	[2018-11-15 CFox]: No alternate Pinyin available	trousers / pants / CL: 條｜条	pants	trousers / pants / CL: 條｜条	[2018-11-15 CFox]: Needs Manual Review	n/a
687	4	Shopping 2	好看	好看	hǎo kàn	hǎo kàn	[2018-11-15 CFox]: No alternate Pinyin available	good-looking / nice-looking / good (of a movie, book, TV show etc) / embarrassed / humiliated	good looking	good-looking / nice-looking / good (of a movie, book, TV show etc) / embarrassed / humiliated	[2018-11-15 CFox]: Needs Manual Review	n/a
688	4	Shopping 2	裤	褲	kù	kù	[2018-11-15 CFox]: No alternate Pinyin available	underpants / trousers / pants	pants	underpants / trousers / pants	[2018-11-15 CFox]: Needs Manual Review	裤子 (Shopping 2), 裤 (Shopping 2)
689	4	Shopping 2	质	質	zhì	zhì	[2018-11-15 CFox]: No alternate Pinyin available	character / nature / quality / plain / to pawn / pledge / hostage / to question / Taiwan pr. [zhi2]	quality	character / nature / quality / plain / to pawn / pledge / hostage / to question / Taiwan pr. [zhi2]	[2018-11-15 CFox]: Needs Manual Review	质 (Shopping 2), 质量 (Shopping 2)
690	4	Shopping 2	量	量	liáng; liàng	liáng	[2018-11-15 CFox]: Needs Manual Review	to measure || capacity / quantity / amount / to estimate / abbr. for 量詞｜量词, classifier (in Chinese grammar) / measure word	the amount	to measure  capacity / quantity / amount / to estimate / abbr. for 量詞｜量词, classifier (in Chinese grammar) / measure word	[2018-11-15 CFox]: Needs Manual Review	量 (Shopping 2), 质量 (Shopping 2), 商量 (Work 3)
691	4	Shopping 2	质量	質量	zhì liàng	zhì liàng	[2018-11-15 CFox]: No alternate Pinyin available	quality / (physics) mass / CL: 個｜个	quality	quality / (physics) mass / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
692	4	Body Parts	朵	朵	duǒ	duǒ	[2018-11-15 CFox]: No alternate Pinyin available	flower / earlobe / fig. item on both sides / classifier for flowers, clouds etc	Flowers	flower / earlobe / fig. item on both sides / classifier for flowers, clouds etc	[2018-11-15 CFox]: Needs Manual Review	朵 (Body Parts), 耳朵 (Body Parts)
693	4	Body Parts	睛	睛	jīng	jīng	[2018-11-15 CFox]: No alternate Pinyin available	eye / eyeball	eye	eye / eyeball	[2018-11-15 CFox]: Needs Manual Review	睛 (Body Parts), 眼睛 (Body Parts)
694	4	Body Parts	绿	綠	lǜ	lǜ	[2018-11-15 CFox]: No alternate Pinyin available	green	green	green	[2018-11-15 CFox]: Needs Manual Review	绿 (Body Parts), 红绿灯 (Travel 4)
695	4	Body Parts	耳	耳	ěr	ěr	[2018-11-15 CFox]: No alternate Pinyin available	ear / handle (archaeology) / and that is all (classical Chinese)	ear	ear / handle (archaeology) / and that is all (classical Chinese)	[2018-11-15 CFox]: Needs Manual Review	耳 (Body Parts), 耳朵 (Body Parts)
696	4	Body Parts	眼	眼	yǎn	yǎn	[2018-11-15 CFox]: No alternate Pinyin available	eye / small hole / crux (of a matter) / CL: 隻｜只, 雙｜双 / classifier for big hollow things (wells, stoves, pots etc)	eye	eye / small hole / crux (of a matter) / CL: 隻｜只, 雙｜双 / classifier for big hollow things (wells, stoves, pots etc)	[2018-11-15 CFox]: Needs Manual Review	眼 (Body Parts), 眼睛 (Body Parts), 眼镜 (People 3)
697	4	Body Parts	耳朵	耳朵	ěr duo	ěr duo	[2018-11-15 CFox]: No alternate Pinyin available	ear / CL: 隻｜只, 個｜个, 對｜对 / handle (on a cup)	ear	ear / CL: 隻｜只, 個｜个, 對｜对 / handle (on a cup)	[2018-11-15 CFox]: Needs Manual Review	n/a
698	4	Body Parts	眼睛	眼睛	yǎn jing	yǎn jing	[2018-11-15 CFox]: No alternate Pinyin available	eye / CL: 隻｜只, 雙｜双	eye	eye / CL: 隻｜只, 雙｜双	[2018-11-15 CFox]: Needs Manual Review	n/a
699	4	Body Parts	头发	頭髮	tóu fa	tóu fa	[2018-11-15 CFox]: No alternate Pinyin available	hair (on the head)	hair	hair (on the head)	[2018-11-15 CFox]: Needs Manual Review	n/a
700	4	Body Parts	脸	臉	liǎn	liǎn	[2018-11-15 CFox]: No alternate Pinyin available	face / CL: 張｜张, 個｜个	face	face / CL: 張｜张, 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
701	4	Body Parts	又	又	yòu	yòu	[2018-11-15 CFox]: No alternate Pinyin available	(once) again / also / both... and... / and yet / (used for emphasis) anyway	also	(once) again / also / both... and... / and yet / (used for emphasis) anyway	[2018-11-15 CFox]: Needs Manual Review	n/a
